,description_id,adj_count,adv_count
12543.0,12543,2.0,0.0
12544.0,12544,3.0,0.0
12545.0,12545,2.0,0.0
12546.0,12546,2.0,1.0
12547.0,12547,2.0,0.0
12548.0,12548,4.0,1.0
12549.0,12549,4.0,0.0
12550.0,12550,1.0,0.0
,12551,0.0,1.0
12552.0,12552,4.0,0.0
12553.0,12553,2.0,1.0
12554.0,12554,2.0,1.0
12555.0,12555,4.0,0.0
12556.0,12556,4.0,1.0
12557.0,12557,2.0,0.0
12558.0,12558,3.0,0.0
12559.0,12559,3.0,0.0
12560.0,12560,5.0,0.0
12561.0,12561,1.0,0.0
12562.0,12562,5.0,1.0
12563.0,12563,3.0,0.0
12564.0,12564,3.0,0.0
12565.0,12565,4.0,0.0
12566.0,12566,2.0,1.0
12567.0,12567,4.0,1.0
12568.0,12568,2.0,0.0
12569.0,12569,2.0,0.0
12570.0,12570,4.0,0.0
12571.0,12571,2.0,0.0
12573.0,12573,3.0,0.0
12574.0,12574,3.0,0.0
12575.0,12575,2.0,0.0
12576.0,12576,2.0,1.0
12579.0,12579,3.0,0.0
12580.0,12580,2.0,0.0
12581.0,12581,4.0,0.0
12582.0,12582,2.0,0.0
12584.0,12584,2.0,0.0
12585.0,12585,3.0,0.0
12586.0,12586,3.0,0.0
12587.0,12587,4.0,0.0
12588.0,12588,4.0,0.0
12589.0,12589,3.0,0.0
12590.0,12590,2.0,0.0
12591.0,12591,6.0,0.0
12592.0,12592,2.0,1.0
12593.0,12593,6.0,0.0
12594.0,12594,2.0,0.0
12595.0,12595,3.0,0.0
12596.0,12596,2.0,0.0
,12597,0.0,1.0
12598.0,12598,1.0,0.0
12599.0,12599,2.0,0.0
12601.0,12601,3.0,0.0
12602.0,12602,2.0,0.0
12603.0,12603,4.0,0.0
12604.0,12604,3.0,0.0
12605.0,12605,3.0,0.0
12606.0,12606,4.0,0.0
12607.0,12607,4.0,0.0
12608.0,12608,2.0,0.0
12609.0,12609,2.0,1.0
12610.0,12610,2.0,1.0
12612.0,12612,2.0,0.0
12613.0,12613,3.0,1.0
12614.0,12614,6.0,0.0
12615.0,12615,4.0,0.0
12616.0,12616,3.0,1.0
12617.0,12617,3.0,1.0
12618.0,12618,2.0,0.0
12619.0,12619,3.0,0.0
12620.0,12620,3.0,0.0
12622.0,12622,1.0,0.0
12623.0,12623,4.0,0.0
12624.0,12624,2.0,1.0
12625.0,12625,3.0,0.0
12626.0,12626,2.0,0.0
12627.0,12627,2.0,0.0
12629.0,12629,3.0,0.0
12630.0,12630,2.0,1.0
12631.0,12631,3.0,1.0
12632.0,12632,1.0,0.0
12633.0,12633,1.0,1.0
12634.0,12634,2.0,0.0
12635.0,12635,3.0,1.0
12636.0,12636,2.0,0.0
,12637,0.0,1.0
12639.0,12639,3.0,1.0
12640.0,12640,3.0,1.0
12641.0,12641,2.0,1.0
12642.0,12642,2.0,1.0
12643.0,12643,2.0,0.0
12644.0,12644,6.0,0.0
12645.0,12645,4.0,1.0
12646.0,12646,1.0,0.0
12649.0,12649,3.0,0.0
12650.0,12650,3.0,0.0
12651.0,12651,3.0,1.0
12652.0,12652,1.0,1.0
12653.0,12653,2.0,0.0
12654.0,12654,3.0,0.0
12656.0,12656,2.0,0.0
12657.0,12657,1.0,0.0
12658.0,12658,1.0,0.0
12659.0,12659,1.0,0.0
12660.0,12660,2.0,0.0
12661.0,12661,2.0,2.0
12662.0,12662,3.0,0.0
12663.0,12663,2.0,0.0
12664.0,12664,2.0,0.0
12665.0,12665,1.0,0.0
12666.0,12666,1.0,0.0
12667.0,12667,2.0,0.0
12669.0,12669,2.0,0.0
12670.0,12670,2.0,1.0
12671.0,12671,4.0,1.0
12672.0,12672,3.0,0.0
12673.0,12673,2.0,0.0
12674.0,12674,3.0,1.0
12676.0,12676,3.0,0.0
12678.0,12678,2.0,0.0
12680.0,12680,2.0,1.0
12682.0,12682,2.0,0.0
12683.0,12683,4.0,0.0
12685.0,12685,3.0,0.0
12686.0,12686,3.0,0.0
12688.0,12688,2.0,1.0
12689.0,12689,2.0,1.0
12690.0,12690,4.0,1.0
12691.0,12691,2.0,0.0
12692.0,12692,2.0,1.0
12693.0,12693,4.0,0.0
12694.0,12694,2.0,0.0
12695.0,12695,5.0,0.0
12696.0,12696,2.0,0.0
12697.0,12697,1.0,0.0
12698.0,12698,2.0,0.0
12699.0,12699,1.0,0.0
12701.0,12701,4.0,1.0
12702.0,12702,4.0,0.0
12703.0,12703,3.0,0.0
12704.0,12704,5.0,0.0
12705.0,12705,3.0,0.0
12706.0,12706,4.0,1.0
12707.0,12707,2.0,0.0
12708.0,12708,2.0,1.0
12709.0,12709,4.0,1.0
12712.0,12712,8.0,0.0
12713.0,12713,3.0,0.0
12714.0,12714,2.0,0.0
12715.0,12715,2.0,0.0
12716.0,12716,4.0,0.0
12717.0,12717,3.0,0.0
12718.0,12718,3.0,1.0
12719.0,12719,2.0,0.0
12720.0,12720,4.0,0.0
12721.0,12721,1.0,0.0
12722.0,12722,3.0,0.0
12723.0,12723,3.0,0.0
12724.0,12724,2.0,0.0
12725.0,12725,3.0,0.0
12726.0,12726,3.0,0.0
12727.0,12727,3.0,2.0
12728.0,12728,2.0,1.0
12729.0,12729,2.0,0.0
12730.0,12730,1.0,0.0
12731.0,12731,3.0,0.0
12732.0,12732,3.0,1.0
12733.0,12733,3.0,0.0
12734.0,12734,3.0,0.0
12735.0,12735,2.0,0.0
12736.0,12736,2.0,0.0
,12738,0.0,1.0
12740.0,12740,4.0,1.0
12741.0,12741,3.0,0.0
12742.0,12742,2.0,0.0
12743.0,12743,1.0,1.0
12744.0,12744,1.0,1.0
12745.0,12745,2.0,0.0
12746.0,12746,2.0,0.0
12747.0,12747,6.0,1.0
12748.0,12748,3.0,0.0
12749.0,12749,1.0,0.0
12750.0,12750,2.0,0.0
12751.0,12751,3.0,0.0
12752.0,12752,3.0,0.0
12753.0,12753,3.0,1.0
12754.0,12754,1.0,1.0
12755.0,12755,3.0,0.0
12756.0,12756,4.0,0.0
12757.0,12757,2.0,0.0
12758.0,12758,4.0,0.0
12759.0,12759,2.0,0.0
12760.0,12760,2.0,0.0
12761.0,12761,3.0,1.0
12762.0,12762,2.0,0.0
12763.0,12763,3.0,1.0
12764.0,12764,2.0,1.0
12765.0,12765,3.0,0.0
12766.0,12766,2.0,0.0
12767.0,12767,3.0,1.0
12768.0,12768,3.0,0.0
12769.0,12769,2.0,0.0
12770.0,12770,2.0,0.0
12771.0,12771,3.0,0.0
12772.0,12772,3.0,0.0
12773.0,12773,3.0,1.0
12774.0,12774,4.0,0.0
12775.0,12775,3.0,0.0
12777.0,12777,2.0,1.0
12778.0,12778,2.0,0.0
12779.0,12779,1.0,0.0
12780.0,12780,2.0,0.0
12784.0,12784,2.0,0.0
12785.0,12785,2.0,0.0
12786.0,12786,2.0,1.0
12787.0,12787,4.0,1.0
12788.0,12788,2.0,0.0
12789.0,12789,5.0,1.0
12790.0,12790,2.0,0.0
12791.0,12791,5.0,0.0
12792.0,12792,2.0,1.0
12793.0,12793,2.0,0.0
12794.0,12794,4.0,0.0
12795.0,12795,5.0,0.0
,12796,0.0,1.0
12797.0,12797,2.0,0.0
12798.0,12798,3.0,0.0
12799.0,12799,2.0,0.0
12800.0,12800,3.0,0.0
12801.0,12801,5.0,0.0
12802.0,12802,2.0,0.0
12804.0,12804,3.0,0.0
12805.0,12805,2.0,0.0
12806.0,12806,3.0,0.0
12807.0,12807,2.0,0.0
12808.0,12808,2.0,0.0
12809.0,12809,4.0,0.0
12810.0,12810,3.0,0.0
12811.0,12811,4.0,1.0
12812.0,12812,2.0,0.0
12813.0,12813,3.0,0.0
12814.0,12814,3.0,0.0
12815.0,12815,3.0,1.0
12816.0,12816,2.0,0.0
12817.0,12817,4.0,0.0
12819.0,12819,3.0,1.0
12820.0,12820,2.0,1.0
12821.0,12821,3.0,1.0
12822.0,12822,1.0,0.0
12823.0,12823,3.0,0.0
12824.0,12824,2.0,0.0
12826.0,12826,3.0,0.0
12827.0,12827,3.0,0.0
12828.0,12828,2.0,0.0
12830.0,12830,2.0,0.0
12831.0,12831,3.0,0.0
12832.0,12832,3.0,1.0
12833.0,12833,3.0,0.0
12834.0,12834,4.0,0.0
12835.0,12835,5.0,0.0
12836.0,12836,3.0,0.0
12837.0,12837,2.0,0.0
12838.0,12838,3.0,2.0
12839.0,12839,3.0,0.0
12841.0,12841,3.0,0.0
12844.0,12844,2.0,0.0
12845.0,12845,3.0,1.0
12846.0,12846,2.0,0.0
12848.0,12848,2.0,0.0
12849.0,12849,2.0,0.0
12850.0,12850,2.0,0.0
12851.0,12851,5.0,1.0
12852.0,12852,5.0,0.0
12853.0,12853,1.0,0.0
12855.0,12855,2.0,1.0
12856.0,12856,2.0,1.0
12857.0,12857,3.0,0.0
12858.0,12858,2.0,0.0
12859.0,12859,4.0,0.0
12860.0,12860,6.0,1.0
12861.0,12861,1.0,0.0
,12862,0.0,1.0
12864.0,12864,2.0,0.0
12865.0,12865,2.0,0.0
12866.0,12866,4.0,0.0
,12868,0.0,2.0
12869.0,12869,2.0,0.0
12870.0,12870,2.0,0.0
12871.0,12871,5.0,2.0
12872.0,12872,2.0,2.0
12873.0,12873,5.0,0.0
12874.0,12874,1.0,0.0
12876.0,12876,1.0,0.0
12877.0,12877,2.0,0.0
12878.0,12878,1.0,0.0
12879.0,12879,3.0,0.0
12881.0,12881,4.0,0.0
12882.0,12882,2.0,1.0
12883.0,12883,2.0,0.0
12884.0,12884,2.0,0.0
12885.0,12885,2.0,0.0
12886.0,12886,2.0,1.0
12887.0,12887,3.0,0.0
12888.0,12888,2.0,0.0
12890.0,12890,2.0,1.0
12891.0,12891,2.0,0.0
12892.0,12892,4.0,0.0
12893.0,12893,3.0,0.0
12894.0,12894,3.0,2.0
12897.0,12897,2.0,0.0
12898.0,12898,5.0,1.0
12899.0,12899,3.0,0.0
12901.0,12901,1.0,0.0
12902.0,12902,5.0,1.0
12903.0,12903,2.0,0.0
12904.0,12904,2.0,0.0
12905.0,12905,2.0,1.0
12906.0,12906,5.0,4.0
12907.0,12907,6.0,0.0
12908.0,12908,3.0,1.0
12909.0,12909,4.0,0.0
12910.0,12910,2.0,0.0
12911.0,12911,4.0,0.0
12912.0,12912,2.0,0.0
12913.0,12913,5.0,0.0
12914.0,12914,3.0,0.0
12915.0,12915,1.0,0.0
12916.0,12916,3.0,0.0
12918.0,12918,3.0,0.0
12919.0,12919,3.0,0.0
12920.0,12920,4.0,0.0
12921.0,12921,3.0,0.0
12922.0,12922,2.0,0.0
12923.0,12923,3.0,1.0
12924.0,12924,2.0,1.0
12925.0,12925,5.0,0.0
12926.0,12926,4.0,0.0
12928.0,12928,4.0,0.0
12929.0,12929,2.0,0.0
12930.0,12930,2.0,0.0
12931.0,12931,2.0,1.0
12932.0,12932,2.0,1.0
12933.0,12933,3.0,0.0
12934.0,12934,3.0,1.0
12935.0,12935,4.0,0.0
12936.0,12936,2.0,1.0
12937.0,12937,3.0,0.0
12938.0,12938,2.0,0.0
12939.0,12939,3.0,0.0
12940.0,12940,3.0,0.0
12942.0,12942,1.0,0.0
12943.0,12943,4.0,1.0
12944.0,12944,3.0,0.0
12945.0,12945,2.0,0.0
12946.0,12946,3.0,1.0
12947.0,12947,1.0,0.0
12948.0,12948,1.0,0.0
12949.0,12949,2.0,0.0
12950.0,12950,2.0,0.0
12951.0,12951,3.0,0.0
12952.0,12952,2.0,0.0
12953.0,12953,4.0,0.0
12954.0,12954,2.0,0.0
12955.0,12955,2.0,0.0
12956.0,12956,6.0,1.0
12957.0,12957,3.0,0.0
12958.0,12958,4.0,0.0
12959.0,12959,1.0,0.0
12960.0,12960,4.0,0.0
12961.0,12961,2.0,0.0
12962.0,12962,2.0,0.0
12963.0,12963,2.0,0.0
12964.0,12964,1.0,0.0
12965.0,12965,2.0,0.0
12966.0,12966,3.0,0.0
12967.0,12967,3.0,0.0
12969.0,12969,2.0,0.0
12970.0,12970,2.0,1.0
12971.0,12971,2.0,0.0
12972.0,12972,2.0,0.0
12974.0,12974,2.0,0.0
12975.0,12975,3.0,0.0
12976.0,12976,3.0,0.0
12977.0,12977,7.0,0.0
12978.0,12978,2.0,0.0
12979.0,12979,3.0,0.0
12980.0,12980,1.0,0.0
12981.0,12981,2.0,1.0
12982.0,12982,2.0,0.0
12983.0,12983,3.0,0.0
12984.0,12984,4.0,0.0
12985.0,12985,2.0,1.0
12986.0,12986,3.0,0.0
12987.0,12987,3.0,0.0
12988.0,12988,2.0,0.0
12990.0,12990,1.0,0.0
12991.0,12991,2.0,0.0
12993.0,12993,2.0,0.0
12995.0,12995,3.0,0.0
12996.0,12996,1.0,0.0
12997.0,12997,1.0,0.0
12998.0,12998,2.0,1.0
12999.0,12999,2.0,1.0
13001.0,13001,3.0,0.0
13002.0,13002,3.0,1.0
13003.0,13003,3.0,0.0
13004.0,13004,3.0,0.0
13005.0,13005,4.0,0.0
13006.0,13006,3.0,1.0
13007.0,13007,3.0,0.0
13008.0,13008,3.0,0.0
13009.0,13009,3.0,0.0
13011.0,13011,5.0,0.0
13012.0,13012,3.0,0.0
13013.0,13013,4.0,0.0
13014.0,13014,2.0,1.0
13015.0,13015,7.0,0.0
13017.0,13017,3.0,0.0
13018.0,13018,3.0,0.0
13019.0,13019,1.0,0.0
13020.0,13020,2.0,0.0
13021.0,13021,6.0,0.0
13022.0,13022,2.0,0.0
13023.0,13023,2.0,0.0
13024.0,13024,2.0,1.0
13025.0,13025,2.0,1.0
13027.0,13027,7.0,0.0
13028.0,13028,3.0,1.0
13029.0,13029,2.0,0.0
13030.0,13030,3.0,0.0
13031.0,13031,4.0,0.0
13032.0,13032,1.0,0.0
13033.0,13033,3.0,0.0
13034.0,13034,1.0,0.0
13036.0,13036,2.0,0.0
13037.0,13037,3.0,0.0
13038.0,13038,4.0,1.0
13039.0,13039,3.0,0.0
13040.0,13040,6.0,0.0
13041.0,13041,3.0,1.0
13043.0,13043,4.0,0.0
13044.0,13044,2.0,0.0
13046.0,13046,4.0,1.0
13047.0,13047,4.0,0.0
13048.0,13048,2.0,1.0
13049.0,13049,2.0,0.0
13050.0,13050,3.0,0.0
13051.0,13051,1.0,0.0
13052.0,13052,3.0,0.0
13053.0,13053,5.0,0.0
13054.0,13054,1.0,0.0
13055.0,13055,3.0,0.0
13057.0,13057,3.0,1.0
13058.0,13058,1.0,0.0
13059.0,13059,1.0,0.0
13060.0,13060,1.0,0.0
13061.0,13061,2.0,0.0
13062.0,13062,2.0,0.0
13063.0,13063,1.0,0.0
13064.0,13064,2.0,1.0
13065.0,13065,5.0,0.0
13066.0,13066,5.0,0.0
13067.0,13067,1.0,1.0
13068.0,13068,3.0,0.0
13069.0,13069,1.0,0.0
13070.0,13070,2.0,1.0
13071.0,13071,3.0,0.0
13072.0,13072,5.0,0.0
13073.0,13073,1.0,0.0
13074.0,13074,2.0,0.0
13075.0,13075,3.0,0.0
13076.0,13076,2.0,0.0
13077.0,13077,2.0,0.0
13078.0,13078,3.0,0.0
13079.0,13079,2.0,0.0
13080.0,13080,2.0,0.0
13081.0,13081,2.0,0.0
13083.0,13083,4.0,1.0
13085.0,13085,5.0,0.0
13087.0,13087,2.0,0.0
13088.0,13088,3.0,0.0
13089.0,13089,2.0,0.0
13090.0,13090,3.0,0.0
13091.0,13091,2.0,0.0
13092.0,13092,1.0,0.0
13093.0,13093,1.0,0.0
13094.0,13094,2.0,0.0
13095.0,13095,7.0,0.0
13096.0,13096,4.0,0.0
13097.0,13097,4.0,0.0
13098.0,13098,2.0,0.0
13100.0,13100,2.0,0.0
13102.0,13102,3.0,0.0
13103.0,13103,4.0,0.0
13104.0,13104,4.0,0.0
13105.0,13105,3.0,0.0
13106.0,13106,3.0,0.0
13108.0,13108,1.0,0.0
13109.0,13109,3.0,1.0
13110.0,13110,2.0,0.0
,13111,0.0,1.0
13112.0,13112,6.0,1.0
13113.0,13113,1.0,0.0
13114.0,13114,4.0,0.0
13116.0,13116,4.0,1.0
13118.0,13118,1.0,1.0
13119.0,13119,3.0,0.0
13120.0,13120,3.0,0.0
13121.0,13121,2.0,0.0
13122.0,13122,4.0,0.0
13123.0,13123,2.0,0.0
13124.0,13124,3.0,0.0
13125.0,13125,3.0,1.0
13126.0,13126,5.0,2.0
13127.0,13127,1.0,0.0
13128.0,13128,5.0,0.0
13129.0,13129,1.0,0.0
13130.0,13130,4.0,0.0
13131.0,13131,2.0,1.0
13132.0,13132,3.0,0.0
13133.0,13133,1.0,0.0
13134.0,13134,1.0,0.0
13135.0,13135,7.0,0.0
13136.0,13136,2.0,0.0
13137.0,13137,1.0,0.0
13138.0,13138,2.0,0.0
13139.0,13139,4.0,1.0
13140.0,13140,2.0,0.0
13141.0,13141,2.0,1.0
13142.0,13142,3.0,0.0
13144.0,13144,5.0,0.0
13145.0,13145,2.0,0.0
13146.0,13146,4.0,0.0
13147.0,13147,3.0,0.0
13148.0,13148,2.0,0.0
13149.0,13149,4.0,0.0
13151.0,13151,3.0,1.0
13152.0,13152,4.0,0.0
13153.0,13153,3.0,0.0
13154.0,13154,2.0,0.0
13155.0,13155,2.0,1.0
13156.0,13156,1.0,0.0
13157.0,13157,2.0,0.0
13158.0,13158,3.0,0.0
13159.0,13159,2.0,0.0
13160.0,13160,5.0,1.0
13161.0,13161,3.0,0.0
13162.0,13162,2.0,0.0
13165.0,13165,2.0,0.0
13167.0,13167,1.0,0.0
13168.0,13168,4.0,0.0
13169.0,13169,1.0,0.0
13171.0,13171,3.0,0.0
13172.0,13172,2.0,0.0
13173.0,13173,4.0,1.0
13174.0,13174,2.0,1.0
13175.0,13175,2.0,0.0
13176.0,13176,2.0,0.0
13177.0,13177,2.0,0.0
13178.0,13178,1.0,0.0
13179.0,13179,3.0,0.0
13181.0,13181,4.0,0.0
13182.0,13182,5.0,2.0
13183.0,13183,2.0,0.0
13184.0,13184,3.0,1.0
13185.0,13185,2.0,0.0
13186.0,13186,3.0,0.0
13187.0,13187,4.0,0.0
13188.0,13188,4.0,1.0
13189.0,13189,2.0,0.0
13191.0,13191,2.0,0.0
13192.0,13192,3.0,1.0
13193.0,13193,5.0,1.0
13194.0,13194,5.0,0.0
13195.0,13195,3.0,1.0
13196.0,13196,3.0,0.0
13197.0,13197,6.0,0.0
13198.0,13198,3.0,1.0
13199.0,13199,2.0,0.0
13200.0,13200,2.0,0.0
13201.0,13201,3.0,0.0
13202.0,13202,3.0,0.0
13203.0,13203,5.0,0.0
13204.0,13204,2.0,0.0
13205.0,13205,3.0,1.0
13206.0,13206,3.0,0.0
13207.0,13207,5.0,0.0
13208.0,13208,2.0,0.0
13209.0,13209,7.0,0.0
13210.0,13210,4.0,0.0
13211.0,13211,3.0,0.0
13212.0,13212,4.0,0.0
13213.0,13213,2.0,0.0
13214.0,13214,3.0,1.0
13215.0,13215,4.0,1.0
13216.0,13216,2.0,0.0
13217.0,13217,2.0,0.0
13218.0,13218,3.0,1.0
13219.0,13219,4.0,0.0
13220.0,13220,3.0,1.0
13221.0,13221,2.0,1.0
13222.0,13222,3.0,0.0
13223.0,13223,2.0,0.0
13224.0,13224,2.0,1.0
13225.0,13225,3.0,1.0
13226.0,13226,6.0,1.0
13227.0,13227,4.0,0.0
13228.0,13228,6.0,2.0
13229.0,13229,2.0,1.0
13230.0,13230,1.0,0.0
13231.0,13231,2.0,0.0
13232.0,13232,3.0,0.0
13233.0,13233,1.0,0.0
13234.0,13234,2.0,1.0
13235.0,13235,1.0,0.0
13236.0,13236,2.0,0.0
13237.0,13237,9.0,0.0
13238.0,13238,3.0,0.0
13239.0,13239,3.0,0.0
13240.0,13240,4.0,0.0
13241.0,13241,3.0,0.0
13242.0,13242,2.0,0.0
13243.0,13243,3.0,0.0
13246.0,13246,2.0,1.0
13247.0,13247,3.0,0.0
13248.0,13248,3.0,0.0
13249.0,13249,1.0,0.0
13250.0,13250,2.0,0.0
13251.0,13251,3.0,0.0
13252.0,13252,1.0,0.0
13253.0,13253,1.0,2.0
13254.0,13254,3.0,1.0
13256.0,13256,2.0,0.0
13257.0,13257,2.0,0.0
13258.0,13258,2.0,0.0
13259.0,13259,1.0,0.0
13260.0,13260,2.0,0.0
13261.0,13261,3.0,0.0
13262.0,13262,2.0,0.0
13264.0,13264,3.0,0.0
13265.0,13265,3.0,0.0
13266.0,13266,1.0,0.0
13267.0,13267,3.0,0.0
13268.0,13268,1.0,0.0
13269.0,13269,3.0,1.0
13270.0,13270,5.0,1.0
13271.0,13271,2.0,0.0
13272.0,13272,5.0,0.0
13273.0,13273,2.0,0.0
13274.0,13274,3.0,0.0
13275.0,13275,2.0,1.0
13276.0,13276,1.0,0.0
13277.0,13277,5.0,0.0
13279.0,13279,2.0,0.0
13280.0,13280,1.0,0.0
13281.0,13281,2.0,0.0
13282.0,13282,2.0,1.0
13283.0,13283,7.0,0.0
13284.0,13284,1.0,0.0
13285.0,13285,4.0,1.0
13286.0,13286,2.0,1.0
13287.0,13287,2.0,1.0
13288.0,13288,5.0,0.0
13289.0,13289,4.0,0.0
13290.0,13290,1.0,1.0
13291.0,13291,2.0,0.0
13292.0,13292,5.0,0.0
13293.0,13293,3.0,0.0
13295.0,13295,2.0,0.0
13296.0,13296,2.0,0.0
13297.0,13297,3.0,0.0
13298.0,13298,3.0,0.0
13299.0,13299,1.0,0.0
13300.0,13300,3.0,0.0
13301.0,13301,1.0,0.0
13302.0,13302,1.0,0.0
13303.0,13303,2.0,0.0
13304.0,13304,1.0,0.0
13305.0,13305,2.0,0.0
13306.0,13306,4.0,0.0
,13307,0.0,1.0
13309.0,13309,3.0,2.0
13310.0,13310,3.0,0.0
13311.0,13311,2.0,0.0
13312.0,13312,2.0,1.0
13313.0,13313,3.0,0.0
13314.0,13314,2.0,0.0
13315.0,13315,2.0,0.0
13316.0,13316,3.0,0.0
13317.0,13317,1.0,0.0
13318.0,13318,3.0,0.0
13319.0,13319,2.0,1.0
13320.0,13320,2.0,0.0
13321.0,13321,2.0,1.0
13322.0,13322,3.0,1.0
13323.0,13323,5.0,0.0
13324.0,13324,2.0,1.0
13325.0,13325,4.0,1.0
13326.0,13326,5.0,0.0
13327.0,13327,2.0,0.0
13328.0,13328,2.0,1.0
13329.0,13329,2.0,0.0
13330.0,13330,4.0,2.0
13331.0,13331,7.0,1.0
13332.0,13332,2.0,0.0
13334.0,13334,2.0,0.0
13335.0,13335,2.0,0.0
13337.0,13337,3.0,0.0
13338.0,13338,1.0,0.0
13339.0,13339,3.0,0.0
13340.0,13340,2.0,0.0
13341.0,13341,1.0,0.0
13342.0,13342,2.0,0.0
13343.0,13343,2.0,0.0
13344.0,13344,4.0,0.0
13346.0,13346,1.0,1.0
13347.0,13347,4.0,0.0
13348.0,13348,3.0,0.0
13349.0,13349,2.0,1.0
13350.0,13350,5.0,0.0
13351.0,13351,3.0,1.0
13352.0,13352,1.0,0.0
13353.0,13353,4.0,1.0
13354.0,13354,3.0,0.0
13355.0,13355,3.0,1.0
13356.0,13356,2.0,1.0
13357.0,13357,3.0,1.0
13358.0,13358,3.0,1.0
13359.0,13359,3.0,0.0
13360.0,13360,2.0,1.0
13361.0,13361,2.0,0.0
13362.0,13362,2.0,0.0
13363.0,13363,1.0,1.0
13364.0,13364,4.0,0.0
13366.0,13366,3.0,0.0
13367.0,13367,1.0,0.0
13368.0,13368,3.0,0.0
,13369,0.0,1.0
13370.0,13370,1.0,0.0
13371.0,13371,4.0,0.0
13372.0,13372,2.0,0.0
13373.0,13373,1.0,0.0
13374.0,13374,2.0,0.0
13375.0,13375,5.0,0.0
13376.0,13376,1.0,0.0
13377.0,13377,4.0,0.0
13378.0,13378,2.0,0.0
13379.0,13379,2.0,1.0
13380.0,13380,2.0,0.0
13381.0,13381,4.0,1.0
13382.0,13382,5.0,0.0
13383.0,13383,3.0,0.0
13384.0,13384,2.0,0.0
13385.0,13385,3.0,1.0
13386.0,13386,4.0,1.0
13387.0,13387,2.0,0.0
13388.0,13388,3.0,0.0
13389.0,13389,5.0,0.0
13390.0,13390,2.0,0.0
13391.0,13391,2.0,0.0
13392.0,13392,4.0,0.0
13393.0,13393,2.0,0.0
13394.0,13394,1.0,0.0
13395.0,13395,2.0,0.0
13396.0,13396,5.0,0.0
13397.0,13397,3.0,0.0
13399.0,13399,3.0,0.0
13400.0,13400,3.0,0.0
13401.0,13401,1.0,0.0
13402.0,13402,1.0,0.0
13403.0,13403,2.0,0.0
13404.0,13404,2.0,0.0
13405.0,13405,2.0,0.0
13406.0,13406,1.0,0.0
13407.0,13407,2.0,0.0
13408.0,13408,6.0,1.0
13409.0,13409,1.0,0.0
13410.0,13410,2.0,0.0
13411.0,13411,1.0,0.0
13412.0,13412,1.0,0.0
13413.0,13413,2.0,0.0
13414.0,13414,2.0,0.0
13415.0,13415,2.0,0.0
13416.0,13416,3.0,0.0
13417.0,13417,3.0,1.0
13418.0,13418,1.0,1.0
13419.0,13419,3.0,0.0
13421.0,13421,6.0,0.0
13422.0,13422,4.0,0.0
13423.0,13423,3.0,0.0
13424.0,13424,2.0,0.0
13425.0,13425,4.0,2.0
13426.0,13426,4.0,0.0
13427.0,13427,2.0,1.0
13428.0,13428,3.0,0.0
13429.0,13429,3.0,0.0
13430.0,13430,1.0,0.0
13431.0,13431,3.0,0.0
13432.0,13432,2.0,0.0
13433.0,13433,3.0,0.0
13434.0,13434,3.0,0.0
13435.0,13435,4.0,1.0
13436.0,13436,1.0,0.0
13437.0,13437,2.0,0.0
13438.0,13438,2.0,0.0
13439.0,13439,5.0,0.0
13440.0,13440,3.0,0.0
13442.0,13442,4.0,0.0
13443.0,13443,3.0,0.0
13444.0,13444,4.0,0.0
13445.0,13445,3.0,1.0
13447.0,13447,1.0,0.0
13448.0,13448,4.0,0.0
13449.0,13449,3.0,1.0
13450.0,13450,1.0,0.0
13451.0,13451,3.0,0.0
13452.0,13452,3.0,0.0
13453.0,13453,4.0,0.0
13455.0,13455,4.0,0.0
13456.0,13456,3.0,0.0
13457.0,13457,1.0,0.0
13458.0,13458,5.0,0.0
13459.0,13459,3.0,0.0
13461.0,13461,2.0,0.0
13462.0,13462,2.0,1.0
13463.0,13463,3.0,0.0
13465.0,13465,2.0,0.0
13466.0,13466,3.0,1.0
13467.0,13467,3.0,0.0
13468.0,13468,2.0,0.0
13469.0,13469,1.0,1.0
13470.0,13470,5.0,0.0
13471.0,13471,2.0,0.0
13472.0,13472,2.0,0.0
,13473,0.0,1.0
13474.0,13474,4.0,0.0
13475.0,13475,4.0,0.0
13476.0,13476,1.0,0.0
13477.0,13477,3.0,0.0
13478.0,13478,2.0,0.0
13479.0,13479,4.0,0.0
13480.0,13480,4.0,0.0
13481.0,13481,2.0,1.0
13482.0,13482,2.0,0.0
13483.0,13483,2.0,1.0
13484.0,13484,5.0,0.0
13485.0,13485,3.0,0.0
13486.0,13486,2.0,0.0
13487.0,13487,5.0,3.0
13489.0,13489,1.0,1.0
13490.0,13490,3.0,0.0
13491.0,13491,2.0,0.0
13492.0,13492,2.0,0.0
13493.0,13493,3.0,0.0
13494.0,13494,5.0,0.0
13495.0,13495,2.0,0.0
,13496,0.0,1.0
13498.0,13498,2.0,0.0
13500.0,13500,4.0,0.0
13501.0,13501,2.0,0.0
13502.0,13502,3.0,0.0
13503.0,13503,2.0,0.0
13504.0,13504,3.0,0.0
13506.0,13506,2.0,0.0
13507.0,13507,3.0,1.0
13508.0,13508,3.0,0.0
13509.0,13509,2.0,0.0
13510.0,13510,3.0,2.0
13511.0,13511,4.0,0.0
13512.0,13512,3.0,0.0
13513.0,13513,3.0,0.0
13514.0,13514,2.0,0.0
13515.0,13515,2.0,0.0
13517.0,13517,2.0,0.0
13518.0,13518,4.0,0.0
13519.0,13519,3.0,0.0
